,Unnamed: 0,id,study.name,effect.key,b,s,n,specialty,outcome.group,outcome.flag,outcome.nr,comparison.nr,RCT,study.year,outcome_name,comparison_name,z,gold_answer_GPT4,llama3-8b-8192,llama_8b_acc,llama3-70b-8192,llama_70b_acc,mixtral-8x7b-32768,mixtral_8x7b_acc,human_response
167,167,CD000100,Ricciardi 1990,STD-Ricciardi-1990 5.2 0.768 50 65,1.79175946922805,0.815280650869711,115,Hepato-Biliary,efficacy,DICH,1,8,no,1990.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) by recombinant vaccine,"Rapid schedule (0, 1, and 2 months) versus standard schedule (0, 1, and 6 months)",2.19772107594688,negative,negative.,1,negative.,1,this would be considered a,0,neg
168,168,CD000100,Williams 2001,STD-Williams-2001 1.154 0.28 13 15,0.405465108108165,0.799305253885453,28,Hepato-Biliary,efficacy,DICH,1,9,no,2001.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) after booster vaccination,Booster vaccination with recombinant vaccine in non-responders,0.507271916626574,negative,negative.,1,negative.,1,"negative, because it",1,neg
169,169,CD000101,Harrison 1985,STD-Harrison-1985 0.054 0.914 10 10,-3.80666248977032,1.58564993434418,20,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1985.0,Miscarriage,HCG vs placebo for recurrent spontaneous miscarriage (RSM),-2.40069539141042,negative,negative.,1,negative.,1,"negative

in",1,neg
170,170,CD000102,"Connor AN, IP, PNb",STD-Connor-AN_x002c_-IP_x002c_-PNb 0.305 0.357 121 127,-1.39091330697619,0.403378747236983,248,Infectious Diseases,efficacy,DICH,1,1,no,1994.0,HIV infection status in the child,Any zidovudine vs placebo/no treatment,-3.44815713892589,negative,negative.,1,negative.,1,this would be considered a,0,neg
171,171,CD000102,"Guay IP, PNb",STD-Guay-IP_x002c_-PNb 0.578 0.185 246 250,-0.685447784137899,0.229350685223008,496,Infectious Diseases,efficacy,DICH,1,7,no,1999.0,HIV infection status in the child,Nevirapine versus zidovudine,-2.98864502397893,neutral,negative.,0,negative.,0,"negative, because hiv",0,neg
172,172,CD000102,MOD,STD-MOD 0.168 0.608 170 200,-1.87651815563131,0.626519749954658,370,Infectious Diseases,efficacy,DICH,1,5,no,1999.0,HIV infection status in the child,Caesarean section versus vaginal delivery,-2.99514605208713,negative,negative.,1,negative.,1,"neutral

",0,neg
173,173,CD000102,"Stiehm AN, IP, PNb",STD-Stiehm-AN_x002c_-IP_x002c_-PNb 0.674 0.423 230 224,-0.414029348167004,0.444182858071884,454,Infectious Diseases,efficacy,DICH,1,6,no,1999.0,HIV infection status in the child,HIVIG plus zidovudine versus IVIG plus zidovudine,-0.932114647477009,negative,negative.,1,negative.,1,neutral. the,0,neg
174,174,CD000103,ALIAS-Part 1 2011,STD-ALIAS_x002d_Part-1-2011 1.514 0.423 207 217,0.437404700763307,0.444967998306775,424,Neurology,efficacy,DICH,1,1,no,2011.0,Mortality at early follow-up (not later than 28 days),"Haemodilution, all types, versus control",0.983002603395642,negative,negative.,1,negative,1,"negative

in",1,neg
175,175,CD000104,Clark 1992,STD-Clark-1992 1.059 0.529 37 28,0.0707690708882072,0.647818444519791,65,Neonatal,efficacy,DICH,1,1,yes,1992.0,Death by 28 to 30 days,HFOV versus CV (all trials),0.109242136414727,negative,negative.,1,negative,1,"negative, as it",1,neg
176,176,CD000104,Dani 2006,STD-Dani-2006 1.846 1.157 13 12,0.693147180559945,1.29684932888065,25,Neonatal,efficacy,DICH,1,6,yes,2006.0,Death by 36 to 37 weeks or discharge,HFOV versus CV subgrouped by age at randomisation,0.534485514333592,negative,negative.,1,negative.,1,"negative, because death",1,neg
177,177,CD000105,Rush 1980,STD-Rush-1980 1.694 0.249 249 256,0.534773035057438,0.253817554364473,505,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1980.0,SGA,High protein supplementation in pregnancy,2.10691902849841,negative,negative.,1,negative.,1,"negative

s",1,neg
178,178,CD000106,Cameron 1993,STD-Cameron-1993 0.984 0.26 127 125,-0.0196084713883762,0.320847411235342,252,Emergency & Trauma,efficacy,DICH,1,1,no,1993.0,Dead by the end of scheduled follow-up,Organised inpatient rehabilitation vs Conventional care,-0.0611146317586877,negative,negative.,1,negative,1,"negative

this",1,neg
179,179,CD000107,Brooks-Gunn 1994,STD-Brooks_x002d_Gunn-1994 1.047 0.321 345 551,0.0455014602422144,0.319747729101975,896,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1994.0,Child injury,Additional home based support vs usual support for socially disadvantaged mothers,0.142304248321035,negative,negative.,1,negative.,1,"negative, as child",1,neg
180,180,CD000108,Duenhoelter 1976,STD-Duenhoelter-1976 0.557 0.622 315 307,-0.595626225458455,0.631985688345929,622,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1976.0,Fetal death,Oestriol levels reported versus not reported,-0.94246790147632,negative,negative.,1,negative.,1,negative,1,neg
181,181,CD000110,Crowther 1989,STD-Crowther-1989 0.986 0.993 140 138,-0.0145987994211527,1.00727320920794,278,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1989.0,Perinatal death,Hospitalisation for bed rest for women with a multiple pregnancy,-0.0144933859926964,negative,negative.,1,negative.,1,negative health outcome,1,neg
182,182,CD000111,Cammu 1994,STD-Cammu-1994 0.935 0.071 54 56,-0.573187865480966,0.605266035369603,110,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1994.0,Mode of birth (spontaneous vaginal birth),Immersion in water versus no immersion during first stage of labour,-0.947001536491225,positive,positive.,1,positive,1,positive,1,pos
183,183,CD000111,Chaichian 2009,STD-Chaichian-2009 1.259 0.072 53 53,3.36567179390073,1.45917014850527,106,Pregnancy & Childbirth,efficacy,DICH,1,3,yes,2009.0,Mode of birth (spontaneous vaginal birth),Immersion in water versus no immersion during any stage of labour,2.30656568553601,positive,positive.,1,positive,1,positive,1,pos
184,184,CD000111,Eriksson 1997,STD-Eriksson-1997 2.211 0.238 100 100,1.12723678324295,0.325619657084124,200,Pregnancy & Childbirth,efficacy,DICH,1,4,no,1997.0,Use of pharmacological analgesia (epidural/spinal analgesia/paracervical block),Early versus late immersion in water,3.46182043595643,neutral,negative.,0,negative.,0,neutral. the,1,neg
185,185,CD000111,Nikodem 1999,STD-Nikodem-1999 1.017 0.029 60 60,0.710241613919242,1.23862445149961,120,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1999.0,Mode of birth (spontaneous vaginal birth),Immersion in water versus no immersion during second stage of labour,0.573411588201207,positive,positive.,1,positive.,1,positive,1,pos
186,186,CD000112,Cauchi 1991,STD-Cauchi-1991 0.703 0.66 20 22,-0.361790044605503,0.670034988972133,42,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1991.0,Live birth rate,Paternal white cell immunization versus placebo,-0.539956943383668,positive,positive,1,positive,1,"positive

the",1,pos
187,187,CD000112,Christiansen 1995,STD-Christiansen-1995 3.447 0.87 14 8,1.38629436111989,0.978945010372561,22,Pregnancy & Childbirth,efficacy,DICH,1,4,no,1995.0,Live birth rate,Intravenous immunoglobulin versus placebo,1.4161105541488,positive,positive.,1,positive,1,positive,1,pos
188,188,CD000112,Johnson 1991,STD-Johnson-1991 0.396 0.663 17 20,-0.965080896043587,0.688626422094265,37,Pregnancy & Childbirth,efficacy,DICH,1,3,no,1991.0,Live birth rate,Trophoblast membrane immunization versus placebo,-1.40145783704982,positive,positive,1,positive,1,positive,1,pos
189,189,CD000114,Barkai 1989,STD-Barkai-1989 2.231 0.296 84 84,1.05769316433378,0.379041106963134,168,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1989.0,Failure to obtain sample greater than 5 mg,Portex cannula compared with silver cannula (transcervical),2.79044447924919,negative,negative,1,negative.,1,"negative, as it",1,neg
190,190,CD000114,Battagliarin 2009,STD-Battagliarin-2009 1.02 0.324 99 101,0.0238106486937188,0.385762749178089,200,Pregnancy & Childbirth,efficacy,DICH,1,7,no,2009.0,Failure to obtain sample > 5 mg on first attempt,Standard syringe with hand-grip device compared with vacutainer needle techniques (transabdominal),0.0617235561091632,negative,negative.,1,negative.,1,"negative, as it",1,neg
191,191,CD000114,Buyukkurt 2010,STD-Buyukkurt-2010 2.735 0.474 43 42,1.27324149983891,0.577008108328027,85,Pregnancy & Childbirth,efficacy,DICH,1,8,no,2010.0,Failure to obtain sample > 5 mg on first attempt,Standard syringe compared with fixed piston syringe needle techniques (transabdominal),2.20662670326822,negative,negative,1,negative.,1,"negative, as it",1,neg
192,192,CD000114,Chalkiadakis 1993,STD-Chalkiadakis-1993 0.111 1.438 12 12,-2.5828870581482,1.55559290337985,24,Pregnancy & Childbirth,efficacy,DICH,1,6,no,1993.0,First insertion failed,Flexible catheter compared with catheter with a stiff guided probe (transcervical),-1.6603875297556,negative,negative.,1,negative,1,negative,1,neg
193,193,CD000114,MacKenzie 1986,STD-MacKenzie-1986 1.87 0.321 35 31,1.06566813294876,0.521245849396448,66,Pregnancy & Childbirth,efficacy,DICH,1,3,no,1986.0,Difficult insertion,Portex cannula compared with malleable cannula (transcervical),2.04446353708657,negative,negative.,1,negative,1,negative,1,neg
194,194,CD000114,Pons 1989,STD-Pons-1989 5.333 0.406 60 60,2.33075596996074,0.502144870430308,120,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Failure to obtain sample > 5 mg,Aspiration cannula compared with biopsy forceps (transcervical),4.64160067584365,negative,negative,1,negative,1,"negative, as it",1,neg
195,195,CD000115,Boyer 1986,STD-Boyer-1986 0.138 0.342 85 79,-2.28968168815814,0.434313295476939,164,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1983.0,Infant colonisation with Group B strep,Intrapartum antibiotics for Group B streptococcal colonisation,-5.27195854237835,negative,negative.,1,negative.,1,"negative, as infant",1,neg
196,196,CD000116,Amer-Wahlin 2001,STD-Amer_x002d_Wahlin-2001 0.919 0.092 2519 2447,-0.0926274659089659,0.100741924666464,4966,Pregnancy & Childbirth,efficacy,DICH,1,1,no,2001.0,Caesarean section,Fetal ECG plus CTG versus CTG alone,-0.919453010408887,negative,negative.,1,negative,1,"the outcome ""ca",0,neg
197,197,CD000117,Burma 1976,STD-Burma-1976 0.055 0.616 30 25,-4.34267547823064,1.47942858030606,55,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1976.0,Low pre delivery haemoglobin,Routine iron versus no iron or placebo in pregnancy,-2.93537351923553,negative,negative.,1,negative.,1,negative. low pre,1,neg
198,198,CD000117,Finland 1991,STD-Finland-1991 1.357 0.138 1358 1336,0.307574780664184,0.139295564668137,2694,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1991.0,Caesarean section,Selective versus routine iron in pregnancy,2.20807303805374,negative,negative,1,negative.,1,negative. a ca,1,neg
199,199,CD000118,Mardones 1988,STD-Mardones-1988 1.61 0.147 391 391,0.479798026838023,0.148510276741171,782,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1988.0,SGA birth,Isocaloric balanced protein supplementation in pregnancy,3.2307395647389,negative,negative.,1,negative.,1,"negative

an",1,neg
200,200,CD000120,Crawford 1972,STD-Crawford-1972 0.528 0.509 61 86,-0.690403694614195,0.555408723299523,147,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1972.0,low Apgar score (as defined by authors),Lateral tilt vs supine position for Caesarean,-1.24305518738112,negative,negative.,1,negative.,1,negative,1,neg
201,201,CD000121,Dahle 1995,STD-Dahle-1995 0.18 0.611 34 35,-2.06576143777575,0.815285460487115,69,Pregnancy & Childbirth,efficacy,DICH,1,5,no,1995.0,women with persisting leg cramps,Magnesium versus placebo,-2.53378913017964,negative,negative.,1,negative.,1,neutral. the,0,neg
202,202,CD000121,Hammar 1981,STD-Hammar-1981 0.051 0.611 21 21,-4.04305126783455,0.970319776071918,42,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1981.0,Women with persisting leg cramps,Calcium versus placebo or no treatment,-4.16672046425949,negative,negative.,1,negative,1,neutral. the,0,neg
203,203,CD000121,Thauvin 1992,STD-Thauvin-1992 0.226 0.764 11 18,-1.72722094809048,0.914391114956347,29,Pregnancy & Childbirth,efficacy,DICH,1,4,no,1992.0,women with persisting leg cramps,Multivitamin and mineral supplements versus placebo,-1.8889301523593,negative,negative.,1,negative,1,neutral. the,0,neg
204,204,CD000122,Braz 2006,STD-Braz-2006 1.002 0.157 95 93,0.0031868909285189,0.292559275734023,188,Neonatal,efficacy,DICH,1,1,yes,1997.0,"Acute ROP, all infants < 2001 g birth weight",Reduced light versus controls,0.0108931460830394,negative,negative.,1,negative.,1,"negative

red",1,neg
205,205,CD000123,Castano 1999,STD-Castano-1999 0.187 1.57 31 31,-1.67503519491991,1.57023703205305,62,Heart & Hypertension,efficacy,DICH,1,1,no,1999.0,All-cause mortality,Any lipid-lowering regimen vs control: all trials,-1.06674034602906,negative,negative.,1,negative.,1,"negative

in",1,neg
206,206,CD000126,Forssell 1989,STD-Forssell-1989 1.973 0.836 56 55,0.71219537553064,0.887749229095171,111,Neurology,efficacy,DICH,1,1,yes,1989.0,Any stroke within 30 days of operation,Local versus general anaesthetic: randomised trials,0.802248373965401,negative,negative.,1,negative,1,"negative, as a",1,neg
207,207,CD000127,Bangladesh 1998,STD-Bangladesh-1998 0.429 0.675 100 100,-0.889409345737331,0.70516128843906,200,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1998.0,Maternal death,Magnesium sulphate versus diazepam,-1.26128498588759,negative,negative.,1,negative,1,"negative, as mater",1,neg
208,208,CD000128,Brazil 2003,STD-Brazil-2003 0.254 1.616 41 31,-1.4065790322914,1.65031813219595,72,Pregnancy & Childbirth,efficacy,DICH,1,4,no,2003.0,Pulmonary oedema,Magnesium sulphate vs phenytoin (subgroup by IV or IM magnesium maintenance),-0.852307809537164,negative,negative.,1,negative.,1,negative,1,neg
209,209,CD000128,Collab Trial 1995,STD-Collab-Trial-1995 0.499 0.381 388 387,-0.722679528124963,0.394170392452084,775,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1995.0,Maternal death,Magnesium sulphate versus phenytoin,-1.8334191049441,negative,negative.,1,negative,1,"negative, as mater",1,neg
210,210,CD000129,CS Burkina Faso 1988,STD-CS-Burkina-Faso-1988 1.77 0.478 35 35,0.583251509736728,0.486576517461481,70,Infectious Diseases,efficacy,DICH,1,2,no,1988.0,New malaria infection,CS-NANP vaccine versus placebo,1.19868404825537,negative,negative.,1,negative,1,"negative, because a",1,neg
211,211,CD000129,MSP/RESA PNG 1998,STD-MSP_x002f_RESA-PNG-1998 2.506 0.512 30 30,0.952008814476234,0.531441020947149,60,Infectious Diseases,efficacy,DICH,1,4,no,1998.0,Clinical malaria episodes,MSP/RESA vaccine versus placebo,1.7913724702311,negative,negative.,1,negative.,1,"negative

in",1,neg
212,212,CD000129,"RTS,S Gambia 1998",STD-RTS_x002c_S-Gambia-1998 0.791 0.264 131 119,-0.236038839299943,0.265493323180398,250,Infectious Diseases,efficacy,DICH,1,3,no,1998.0,New malaria infection (P. falciparum),"RTS,S vaccine versus placebo",-0.889057534375577,negative,negative.,1,negative,1,"negative, because new",1,neg
213,213,CD000129,SPf66 Brazil 1991,STD-SPf66-Brazil-1991 0.862 0.188 269 271,-0.14886143139567,0.188362129568222,540,Infectious Diseases,efficacy,DICH,1,1,no,1991.0,New malaria infection (P. falciparum),SPf66 vaccine versus placebo,-0.79029384376202,negative,negative.,1,negative,1,"negative, because new",1,neg
214,214,CD000132,Chandra 1986,STD-Chandra-1986 0.399 0.564 35 36,-0.970778917158225,0.603524998854583,71,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1986.0,Incidence of atopic eczema in first 12-18 months,Maternal antigen avoidance during lactation in women at high risk for atopic offspring,-1.60851484031423,negative,negative.,1,negative.,1,"negative, because at",1,neg
215,215,CD000133,Falth-Magnusson 1987,STD-Falth_x002d_Magnusson-1987 1.31 0.263 76 95,0.361601062274788,0.353702735507693,171,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Atopic eczema in first 12-18 months,Maternal antigen avoidance in pregnancy in women at high risk for atopic offspring,1.02233040905312,negative,negative.,1,negative.,1,"negative, as at",1,neg
216,216,CD000133,Lovegrove 1994,STD-Lovegrove-1994 0.729 0.413 12 14,-0.624154309072994,0.796570028009973,26,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1994.0,Incidence of atopic eczema in first 18 months,Maternal antigen avoidance during lactation in women at high risk for atopic offspring,-0.783552339563018,negative,negative.,1,negative.,1,"negative, because at",1,neg
217,217,CD000135,New Guinea 1971,STD-New-Guinea-1971 0.73 0.147 498 534,-0.373548629625477,0.173389555153407,1032,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1991.0,Death during infancy and early childhood,Iodine supplementation versus no supplementation,-2.15438945728294,negative,negative.,1,negative,1,"negative

i",1,neg
218,218,CD000136,Thorp 1995,STD-Thorp-1995 1.073 1.397 41 44,0.0723206615796261,1.43117288052614,85,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1995.0,Assisted vaginal delivery,Prophylactic maternal oxygen,0.0505324427004507,neutral,positive,0,positive,0,neutral. the,1,neg
219,219,CD000137,Battaglia 1992,STD-Battaglia-1992 0.43 0.407 17 19,-1.64865862558738,0.72589467343622,36,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1992.0,Perinatal mortality,Maternal oxygen therapy versus no treatment,-2.27120915184982,negative,negative.,1,negative,1,"negative

per",1,neg
220,220,CD000138,Ohrt 1997,STD-Ohrt-1997 0.04 0.35 68 69,-6.09630219882355,1.44703012737714,137,Infectious Diseases,efficacy,DICH,1,1,no,1997.0,Smear positive malarial illness,Mefloquine versus placebo or no drug,-4.212975309556,negative,negative.,1,negative,1,this would be considered a,0,neg
221,221,CD000139,Barrington 1993,STD-Barrington-1993 1.5 0.796 10 10,0.538996500732687,1.04937623195424,20,Neonatal,efficacy,DICH,1,1,yes,1993.0,Failed extubation,Methylxanthine vs control - all preterm infants,0.513635133253324,negative,negative,1,negative,1,negative,1,neg
222,222,CD000140,Erenberg 2000,STD-Erenberg-2000 0.576 0.269 45 37,-0.957448804367663,0.460988248609946,82,Neonatal,efficacy,DICH,1,1,no,2000.0,Failed apnoea reduction after 2 - 7 days,Any methylxanthine vs control,-2.07694839782735,negative,negative.,1,negative.,1,"negative

the",1,neg
223,223,CD000141,Corbet 1995,STD-Corbet-1995 0.816 0.182 416 410,-0.233693762209362,0.208885167110868,826,Neonatal,efficacy,DICH,1,1,no,1995.0,Pneumothorax,Multiple vs single dose surfactant for severe RDS,-1.1187666670718,negative,negative,1,negative,1,"negative, as p",1,neg
224,224,CD000143,Annibale 1994,STD-Annibale-1994 0.926 0.277 40 42,-0.125163142954006,0.45331026469564,82,Neonatal,efficacy,DICH,1,1,yes,1994.0,Failure,Nasal CPAP vs Headbox,-0.276109218568087,negative,negative.,1,negative,1,"negative

in",1,neg
225,225,CD000144,Ainsworth 2000,STD-Ainsworth-2000 0.456 0.289 99 100,-1.00347462676294,0.360477593548117,199,Neonatal,efficacy,DICH,1,1,no,2000.0,Mortality,Animal derived surfactant extract versus protein free synthetic surfactant,-2.78373647828127,negative,negative.,1,negative.,1,"negative, as a",1,neg
226,226,CD000145,Carlsson 2000,STD-Carlsson-2000 0.233 0.759 17 16,-1.45528723260684,0.75907211527659,33,Pregnancy & Childbirth,efficacy,DICH,1,14,no,2000.0,Effect on persistent vomiting,Acupuncture or acupressure for hyperemesis gravidarum,-1.91719232378411,positive,negative.,0,negative.,0,this would be considered a,0,neg
227,227,CD000145,Cartwright 1951,STD-Cartwright-1951 0.626 0.46 39 38,-0.468266009347195,0.459928055705586,77,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1951.0,Effect on nausea,All antiemetic medication compared with placebo,-1.0181288215367,neutral,"the outcome ""effect on",0,negative.,0,"neutral

",1,neg
228,228,CD000145,De Aloysio 1992,STD-De-Aloysio-1992 0.178 0.596 26 28,-1.72722094809048,0.596284793999944,54,Pregnancy & Childbirth,efficacy,DICH,1,7,no,1988.0,Effect on morning sickness,"Acupuncture or acupressure, compared with sham or dummy acupuncture or acupressure",-2.89663758906897,neutral,"the outcome ""effect on",0,negative.,0,"positive, as it",0,neg
229,229,CD000145,Ditto 1999,STD-Ditto-1999 0.638 0.96 25 25,-0.449916870678998,0.960346885066768,50,Pregnancy & Childbirth,efficacy,DICH,1,11,no,1999.0,Effect on persistence of vomiting,Diazepam versus placebo for hyperemesis gravidarum,-0.468494121941904,negative,negative.,1,negative.,1,"neutral

",0,neg
230,230,CD000145,Nelson-Piercy 2001,STD-Nelson_x002d_Piercy-2001 1.96 0.828 12 12,0.672944473242426,0.828078671210825,24,Pregnancy & Childbirth,efficacy,DICH,1,9,no,2001.0,Effect on persistent vomiting within 4 days of treatment,Adrenocorticotropic hormone or steroids versus placebo for hyperemesis gravidarum,0.812657657585166,neutral,"neutral.

the outcome is",1,"the outcome ""effect on",0,this would be considered a,0,neg
231,231,CD000145,Safari 1998,STD-Safari-1998 1.588 0.974 20 20,0.462623521948113,0.973505222533836,40,Pregnancy & Childbirth,efficacy,DICH,1,12,no,1998.0,Effect on persistence of vomiting,Methylprednisolone versus promethazine for hyperemesis gravidarum,0.475214216872918,negative,negative.,1,negative.,1,neutral. the,0,neg
232,232,CD000145,Sahakian 1991,STD-Sahakian-1991 0.301 0.559 31 28,-1.19915351788999,0.558630472190077,59,Pregnancy & Childbirth,efficacy,DICH,1,5,no,1991.0,Effect on vomiting,Vitamin B6 compared with placebo,-2.14659524960888,neutral,negative.,0,negative.,0,"neutral

",1,neg
233,233,CD000145,Sullivan 1996,STD-Sullivan-1996 0.286 1.22 15 15,-1.25276296849537,1.21987509118567,30,Pregnancy & Childbirth,efficacy,DICH,1,13,no,1996.0,Effect on persistence of vomiting,Ondansetron versus promethazine for hyperemesis gravidarum,-1.02696003676715,neutral,negative.,0,negative.,0,neutral. the,1,neg
234,234,CD000145,Vutyavanich 2001,STD-Vutyavanich-2001 0.313 0.51 32 35,-1.16141318990714,0.510044044702251,67,Pregnancy & Childbirth,efficacy,DICH,1,6,no,2001.0,Effect on vomiting,Ginger compared with placebo,-2.2770841106186,neutral,negative.,0,negative.,0,"positive

the",0,neg
235,235,CD000146,Abelin 1989,STD-Abelin-1989 1.53 0.36 100 99,0.493814277939454,0.416106295861498,199,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1989.0,Smoking cessation at 6+ months follow up,Any type of NRT versus placebo/no NRT control,1.18675031560643,positive,positive,1,positive,1,this would be considered a,0,pos
236,236,CD000146,Berlin 2014,STD-Berlin-2014 1.078 0.425 203 199,0.0795618228361859,0.448785505039356,402,Psychiatry & Mental Health,efficacy,DICH,1,5,no,2014.0,Smoking cessation,NRT in pregnancy,0.177282514570538,positive,positive,1,positive,1,positive,1,pos
237,237,CD000146,Bolliger 2000b,STD-Bolliger-2000b 0.497 1.229 200 200,-0.698184974589902,1.22885134604583,400,Psychiatry & Mental Health,efficacy,DICH,1,6,no,2000.0,Palpitations/chest pains,Palpitations in NRT vs placebo users,-0.568160645985787,negative,negative.,1,negative,1,this would be considered a,0,neg
238,238,CD000148,Herre 1976,STD-Herre-1976 0.536 0.514 16 15,-0.965080896043587,0.775364737520656,31,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1976.0,Low weight for gestational age (< 5th centile),Calf blood extract versus placebo,-1.24467988978913,negative,negative.,1,negative.,1,negative. low weight,1,neg
239,239,CD000148,Viehweg 1987,STD-Viehweg-1987 1.111 0.279 15 15,0.287682072451781,0.760116950066092,30,Pregnancy & Childbirth,efficacy,DICH,1,3,no,1987.0,Small-for-gestational age (birthweight < 10th centile),Glucose versus bed rest,0.37847080298205,negative,negative.,1,negative.,1,negative,1,neg
240,240,CD000149,Kafatos 1989,STD-Kafatos-1989 1.007 0.37 265 250,0.0066711388170221,0.370726381678767,515,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Small for gestational age,Nutritional advice during pregnancy,0.0179947776762288,negative,negative.,1,negative.,1,negative,1,neg
241,241,CD000150,Aafjes 1983,STD-Aafjes-1983 2.513 0.857 27 32,0.958850346292951,0.909291809158588,59,Gynaecology & Urology,efficacy,DICH,1,1,no,1983.0,pregnancy rate (per patient),Androgens with stimulatory effect versus no treatment/placebo,1.05450234637022,positive,positive.,1,positive,1,positive,1,pos
242,242,CD000151,Ainmelk 1987,STD-Ainmelk-1987 7.898 1.438 16 16,1.73864964391411,1.59046269300711,32,Gynaecology & Urology,efficacy,DICH,1,1,no,1987.0,pregnancy,Anti-oestrogens versus placebo/no treatment,1.09317222689884,positive,negative.,0,positive,1,this would be considered a,0,pos
243,243,CD000152,Hovatta 1979,STD-Hovatta-1979 0.441 1.189 20 18,-0.864997437486604,1.27087827070391,38,Gynaecology & Urology,efficacy,DICH,1,1,no,1979.0,pregnancy rate (per patient),Bromocriptine versus placebo/no treatment,-0.680629653859374,positive,positive.,1,positive,1,positive,1,pos
244,244,CD000153,Izzo 1984,STD-Izzo-1984 7.426 1.441 15 14,1.68089687641625,1.59469106453741,29,Gynaecology & Urology,efficacy,DICH,1,1,no,1984.0,Pregnancy rate (per patient),Kinin enhancing drugs versus placebo/no treatment,1.05405800144986,positive,neutral.,0,positive,1,"neutral

",0,pos
245,245,CD000154,Agarwal 2016,STD-Agarwal-2016 0.37 0.588 25 25,-0.994933859193268,0.588354647937302,50,Gynaecology & Urology,efficacy,DICH,1,4,yes,2016.0,Response to treatment,COCP versus CVR,-1.6910444451852,positive,"the outcome ""response to",0,positive,1,the term 'response to,0,pos
246,246,CD000154,Endrikat 2009,STD-Endrikat-2009 0.146 0.734 19 20,-1.92529086185258,0.73395536389516,39,Gynaecology & Urology,efficacy,DICH,1,3,yes,2009.0,Treatment success (PBAC < 100 at end of treatment or no requirement for alternative treatment ),COCP versus LNG IUS,-2.6231715940257,positive,positive.,1,positive,1,positive,1,pos
247,247,CD000154,Fraser 2011,STD-Fraser-2011 59.211 1.021 136 76,4.08109933547208,1.0213510144592,212,Gynaecology & Urology,efficacy,DICH,1,1,yes,2011.0,Response to treatment,COCP vs placebo,3.99578526647177,positive,neutral.,0,positive,1,neutral. the,0,pos
248,248,CD000155,Bayer 1988,STD-Bayer-1988 0.611 0.473 37 36,-0.501878837776184,0.479629911440974,73,Gynaecology & Urology,efficacy,DICH,1,1,no,1988.0,Clinical pregnancy,Ovulation suppression versus placebo,-1.04638769560549,positive,positive,1,positive,1,"neutral

",0,pos
249,249,CD000155,Burry 1989,STD-Burry-1989 4.359 0.657 30 14,1.79175946922805,0.84656167328002,44,Gynaecology & Urology,efficacy,DICH,1,3,no,1989.0,Clinical Pregnancy,GnRHa versus danazol,2.11651380611864,positive,positive.,1,positive,1,"positive, as clinical",1,pos
